transaction_id,date,dealer_id,car_id,sale_price,margin,channel
48,2025-04-26 01:56:09,1,81,14073.214033784758,1391.2140337847577,wholesale
49,2023-06-20 18:29:13,1,82,53277.01353507796,7427.01353507796,auction
50,2024-04-24 03:10:57,1,84,27307.21274333642,3870.2127433364185,auction
51,2025-01-23 08:39:33,1,85,19126.009114692835,1789.0091146928353,direct
52,2024-08-12 12:26:13,1,87,25429.7440764403,3887.7440764403,auction
53,2024-08-30 08:57:15,1,91,39992.86021750152,4233.8602175015185,auction
54,2024-02-29 16:25:42,1,92,17090.172280671133,2205.172280671133,direct
55,2024-07-27 10:48:03,1,93,44694.92863864938,7101.928638649377,wholesale
56,2024-02-23 09:45:41,1,95,18597.60837833194,2256.608378331941,auction
57,2024-11-14 01:52:17,1,97,31914.4599389349,3289.4599389348987,auction
58,2024-04-17 17:23:24,1,100,25786.93340756937,4147.93340756937,auction
59,2023-07-27 23:17:25,1,101,13354.823535785676,1631.8235357856756,direct
60,2025-04-23 06:43:54,1,102,28803.233067185232,4550.233067185232,wholesale
61,2025-04-03 12:15:33,1,103,29534.229332241095,4680.229332241095,wholesale
62,2025-03-02 12:39:58,1,104,49112.67037630279,5729.670376302791,direct
63,2026-01-21 03:41:53,1,106,42497.10259222497,4209.102592224968,direct
64,2024-06-01 03:02:57,1,108,45411.26301321547,4871.263013215474,wholesale
65,2026-01-18 07:40:12,1,109,25162.579467619267,3402.5794676192672,direct
66,2025-03-31 00:30:53,1,110,20585.821548581564,2673.8215485815635,auction
67,2024-08-12 15:46:05,1,111,49433.609594109505,7991.6095941095045,auction
68,2024-04-24 14:44:46,2,112,27180.75792688385,3591.757926883849,auction
69,2024-03-15 04:14:50,2,115,18937.00327133179,2070.0032713317887,direct
70,2025-12-19 08:53:10,2,116,15545.19837373668,2589.198373736681,auction
71,2025-01-18 05:08:24,2,117,27504.684698261783,3352.6846982617826,auction
72,2026-01-24 10:22:42,2,119,49919.26347857337,8575.263478573368,auction
73,2024-01-23 14:40:02,2,120,43451.616168212655,4758.616168212655,wholesale
74,2023-08-21 19:34:54,2,121,38055.96017361406,3786.960173614061,direct
75,2024-04-06 00:04:30,2,122,57102.32960321406,8222.329603214057,auction
76,2024-02-23 05:10:30,2,124,19442.59188189255,2386.5918818925493,auction
77,2024-11-16 08:42:39,2,125,37288.28869076786,4908.288690767862,wholesale
78,2023-08-20 23:26:37,2,128,22133.32120502849,2847.321205028489,direct
79,2025-11-12 07:36:43,2,129,38685.682165069666,5451.682165069666,wholesale
80,2024-01-21 11:45:11,2,130,54017.990547399706,8417.990547399706,auction
81,2023-06-20 10:50:18,2,132,28570.049959498774,4754.049959498774,auction
82,2025-02-18 13:22:07,2,134,26006.79782557375,3859.7978255737507,direct
83,2024-07-11 05:41:52,2,136,29270.920070914803,2555.9200709148026,wholesale
84,2023-11-23 08:21:54,2,137,40604.35970849212,5308.35970849212,wholesale
85,2024-10-10 02:38:56,2,138,28984.18508367734,4404.185083677341,auction
86,2024-11-15 20:06:40,2,140,24788.560658225,3030.560658225,direct
87,2023-06-15 15:54:19,2,141,33145.804351034836,5116.804351034836,direct
88,2025-09-10 15:26:00,2,143,52246.83836312011,5768.838363120107,auction
89,2023-07-08 20:51:00,2,144,53956.753102709314,5896.753102709314,auction
90,2024-03-26 23:19:19,2,146,38606.617254769786,6586.617254769786,direct
91,2024-02-23 00:37:31,2,149,44930.166299501034,4368.166299501034,direct
92,2023-07-10 10:55:16,2,150,40423.26037822896,4265.260378228959,direct
93,2024-01-18 02:24:19,2,152,51488.43918023711,5962.43918023711,wholesale
94,2024-12-16 00:49:54,2,154,53765.59298933261,5597.59298933261,direct
95,2023-10-31 14:11:48,2,155,33874.47764917378,5590.477649173779,wholesale
96,2025-10-04 02:58:29,2,157,23246.51011301787,2201.51011301787,auction
97,2023-06-29 00:07:49,2,158,25537.623125383285,2490.623125383285,wholesale
98,2024-05-13 09:07:48,2,159,30122.631549678867,3359.6315496788666,direct
99,2025-04-20 11:43:40,2,161,12019.264316143805,1370.2643161438045,wholesale
100,2024-08-11 01:47:21,2,162,15794.091259650591,1476.0912596505914,direct
101,2024-09-15 12:01:31,2,163,30886.116129613023,4265.116129613023,wholesale
102,2025-01-26 03:37:33,2,165,48608.08354719854,6397.083547198541,wholesale
103,2025-02-05 18:19:11,2,168,35063.57028132163,5303.570281321627,auction
104,2024-07-31 13:38:33,2,169,15948.94318116649,2330.943181166491,auction
105,2025-03-12 11:37:11,2,170,22681.411204229495,3609.4112042294946,auction
106,2024-09-09 21:50:32,2,171,20074.4155105281,2541.415510528099,auction
107,2023-06-27 16:55:20,2,173,42459.38878505004,5002.38878505004,auction
108,2023-06-29 18:41:13,3,174,43770.750704971324,4938.750704971324,auction
109,2023-05-12 09:43:43,3,175,22150.88908224576,2282.8890822457615,auction
110,2024-05-25 09:17:07,3,178,21971.614358770064,3446.6143587700644,direct
111,2025-11-05 00:35:05,3,179,19613.023632169134,1678.0236321691336,auction
112,2023-06-24 22:31:39,3,180,20312.580502174973,2106.580502174973,auction
113,2025-07-13 17:14:04,3,181,29006.645373417352,4844.645373417352,direct
114,2023-04-15 20:10:52,3,184,48230.25059028477,7429.25059028477,direct
115,2024-03-29 05:48:38,3,186,32958.94390181508,5145.943901815081,wholesale
116,2023-06-16 02:09:17,3,188,13510.016511805621,1984.0165118056211,direct
117,2024-01-20 17:09:05,3,189,34906.25458742931,5873.254587429306,wholesale
118,2023-05-17 00:36:43,3,192,52408.03937630038,8627.039376300381,auction
119,2024-08-31 01:56:09,3,196,45698.68121573348,6090.681215733479,auction
120,2024-09-29 10:52:26,3,197,32283.990987061876,4591.990987061876,wholesale
121,2025-12-13 08:26:35,3,198,36684.60001939404,5086.600019394042,auction
122,2025-02-15 10:35:43,3,200,47440.45430618913,4908.454306189131,auction
123,2025-03-26 14:59:12,3,201,48713.97931728838,7618.97931728838,wholesale
124,2025-03-27 05:06:21,3,202,17393.64092641205,2313.6409264120484,wholesale
125,2024-11-30 09:19:52,3,203,56035.158119440915,8259.158119440915,direct
126,2026-01-15 04:43:31,3,205,14066.299299904056,1553.2992999040562,auction
127,2024-02-06 10:00:06,3,206,34939.31833065524,4885.318330655238,direct
128,2024-09-22 00:51:04,3,209,45600.891658386434,4518.891658386434,direct
129,2023-06-03 16:55:24,3,213,49392.02347583413,6783.023475834132,wholesale
130,2023-05-17 17:30:19,3,214,12374.25388723466,1124.2538872346595,wholesale
131,2025-09-13 21:49:18,3,216,33340.31645100372,2908.316451003717,auction
132,2024-07-17 00:06:03,3,218,39761.29422251442,3383.2942225144216,wholesale
133,2025-06-30 10:47:50,3,219,39577.87620623904,5807.876206239038,wholesale
134,2025-08-07 19:48:06,3,220,52920.91465970646,4909.914659706461,auction
135,2023-07-13 04:39:25,3,221,44551.54036045453,4262.540360454528,direct
136,2023-07-13 13:16:18,3,222,17515.680638928156,2138.6806389281555,auction
137,2025-07-14 01:54:37,3,224,15398.833271963094,2602.8332719630944,auction
138,2024-08-30 19:39:45,3,225,48914.622152497,8047.622152497002,direct
139,2023-11-06 19:04:07,3,227,36975.13768628996,3582.1376862899633,wholesale
140,2023-09-27 18:08:46,3,228,35452.704523399465,4313.704523399465,wholesale
141,2024-01-20 01:00:04,3,230,47011.61540827044,6140.615408270438,wholesale
142,2023-08-06 05:44:34,3,232,56942.223674101406,7606.223674101406,auction
143,2025-12-01 15:31:48,3,233,20420.292746017825,2256.2927460178253,wholesale
144,2024-09-24 02:29:32,3,234,16067.816672836696,2140.816672836696,auction
145,2025-11-12 17:36:32,3,235,55463.751570347384,7849.751570347384,wholesale
146,2025-02-02 15:32:50,3,237,17781.71152213224,1594.7115221322383,auction
147,2023-08-24 19:15:14,3,238,17872.129261936137,1740.1292619361375,direct
148,2024-02-03 12:08:19,3,239,36933.56959127355,5386.569591273546,direct
149,2024-09-23 14:11:50,3,241,38599.11935250739,4871.11935250739,auction
150,2023-11-09 23:42:41,3,242,18467.080603775175,2352.0806037751754,direct
151,2024-03-05 05:43:24,3,244,31981.430778381684,4782.430778381684,wholesale
152,2024-02-18 06:50:55,3,247,29450.13533031448,3204.135330314479,wholesale
153,2025-04-24 14:20:34,3,249,13378.675365777102,1749.6753657771023,auction
154,2025-05-08 10:09:04,3,250,45328.43882941283,5082.438829412829,wholesale
155,2025-08-12 18:10:33,3,251,45163.52567670863,5183.525676708632,direct
156,2023-10-15 01:53:13,3,252,28006.68614204945,4519.68614204945,auction
157,2024-12-16 23:24:13,3,253,14253.44976080009,1594.4497608000893,direct
158,2024-02-01 03:44:40,3,254,20909.152964239383,2253.1529642393834,wholesale
159,2023-12-02 15:30:08,3,255,29799.57095435321,4034.5709543532103,direct
160,2024-01-12 21:00:06,3,257,56633.72078507553,7477.720785075529,wholesale
161,2023-07-16 03:09:47,3,258,46592.38094446059,4150.380944460587,direct
162,2024-03-10 13:56:51,3,259,12480.459539281403,1491.4595392814026,auction
163,2024-12-27 00:41:18,3,261,53793.13975503908,8532.139755039083,auction
164,2025-04-11 04:22:34,3,262,37597.93705952756,5453.937059527561,wholesale
165,2024-05-21 04:58:16,3,264,45979.154149827016,6037.154149827016,direct
166,2025-09-27 14:18:44,3,265,48738.90785568139,6182.907855681391,auction
167,2024-07-24 16:33:36,3,266,53759.47361755456,8857.473617554562,wholesale
168,2024-07-14 09:09:16,3,269,37328.56402426875,3599.5640242687514,direct
169,2024-02-17 17:52:29,3,270,12245.023313469897,1660.0233134698974,direct
170,2023-10-26 02:09:02,3,271,11698.214769439235,1147.2147694392352,wholesale
171,2024-05-18 00:33:01,3,273,40153.23018351685,3528.2301835168473,direct
172,2024-05-11 13:31:15,3,275,42342.93259562961,4075.932595629609,direct
173,2025-12-16 02:09:03,3,279,16048.155319204558,1769.1553192045576,wholesale
174,2024-05-18 13:11:17,3,280,23124.437507254188,3295.437507254188,wholesale
175,2025-10-18 13:14:04,3,281,14639.799458584459,1704.799458584459,direct
176,2025-05-07 02:18:18,3,282,41055.03426936817,6111.034269368167,auction
177,2025-12-20 20:16:01,3,283,19888.05552848238,2413.0555284823786,direct
178,2025-11-01 04:31:54,3,286,39193.580492591434,5512.580492591434,wholesale
179,2023-05-02 06:03:53,3,287,48223.38184385793,8184.381843857933,direct
180,2023-09-04 17:58:53,3,288,33454.26068651464,4573.260686514637,direct
181,2025-06-01 12:07:27,3,291,28885.947636559576,4655.9476365595765,auction
182,2024-08-07 16:45:54,3,292,40271.12341834215,4492.1234183421475,wholesale
183,2024-09-05 08:00:04,3,294,13256.751375479791,2198.751375479791,wholesale
184,2023-08-05 16:30:20,3,295,31354.283521696372,3071.283521696372,direct
185,2026-02-08 08:25:58,3,296,28575.884365391146,4298.884365391146,wholesale
186,2025-01-04 01:49:01,3,299,17592.160077399814,2264.1600773998143,auction
187,2024-11-29 12:33:09,3,300,53039.72784842033,4768.727848420327,direct
188,2024-07-18 20:44:43,3,305,25408.503047825005,2565.5030478250046,direct
189,2025-12-30 11:51:33,3,306,50455.99375296766,6762.993752967661,direct
190,2025-05-05 19:23:34,3,307,35872.787813178664,4767.787813178664,auction
191,2025-10-07 17:37:08,3,308,22675.638007530102,3809.638007530102,auction
192,2023-06-08 02:29:42,3,309,37268.22434324789,6311.224343247894,wholesale
193,2025-03-20 20:31:24,3,313,49943.006747477746,6497.006747477746,auction
194,2025-08-25 16:40:28,3,316,40496.09830417127,4068.098304171268,wholesale
195,2024-07-31 08:47:40,3,317,27115.408953989077,4061.4089539890774,direct
196,2025-02-24 08:20:52,3,318,37840.26893647017,4347.268936470173,direct
197,2023-12-31 03:10:58,3,319,39605.58033001827,6187.580330018267,auction
198,2023-09-21 07:49:52,3,320,25224.91958192698,2523.9195819269808,auction
199,2024-12-06 20:06:12,3,322,43388.615945549835,3855.6159455498346,auction
200,2024-08-17 16:49:45,3,323,17505.75431862944,2511.754318629439,direct
201,2023-08-01 00:23:48,3,325,17209.759373220662,2461.7593732206624,direct
202,2024-11-06 20:28:01,3,326,25621.542006070787,3311.5420060707875,direct
203,2024-02-28 20:06:19,3,327,23179.581825170593,3423.581825170593,auction
204,2025-09-14 11:48:13,4,328,21947.745135362537,2568.7451353625365,auction
205,2025-10-15 15:31:25,4,329,38634.91694982398,5066.916949823979,wholesale
206,2023-03-11 16:23:04,4,331,19709.37898252725,3354.3789825272506,auction
207,2026-01-17 23:46:18,4,333,54274.909675709045,7622.909675709045,wholesale
208,2025-12-03 23:28:58,4,334,24543.422917349242,2441.422917349242,auction
209,2025-03-10 05:58:57,4,336,19611.73216233805,1724.7321623380485,wholesale
210,2023-08-19 20:27:06,4,337,40773.663266754054,6400.663266754054,wholesale
211,2023-11-03 11:47:18,4,338,18234.80419672161,2388.8041967216086,auction
212,2023-11-22 23:23:06,4,339,51053.041440561756,5735.041440561756,direct
213,2025-02-27 00:23:28,4,340,15500.297777552636,2058.297777552636,direct
214,2024-01-28 07:21:26,4,341,44682.49384950951,3933.493849509512,auction
215,2025-05-05 08:44:33,4,342,13266.528056447474,1591.5280564474742,direct
216,2024-10-16 05:01:10,4,343,29741.769991485795,3598.769991485795,direct
217,2024-05-12 02:46:36,4,345,21195.39236518899,2746.392365188989,wholesale
218,2024-03-11 09:43:06,4,350,29330.318677312258,2839.318677312258,wholesale
219,2023-09-24 11:52:19,4,351,54875.64268232875,9371.642682328747,direct
220,2025-12-29 12:56:11,4,352,56880.29697405267,7994.296974052668,direct
221,2024-05-18 11:34:09,4,353,54886.30257224909,7009.302572249093,direct
222,2024-08-31 09:30:45,4,354,26130.324241627597,4063.324241627597,wholesale
223,2024-07-15 05:46:04,4,357,49401.664656645065,6775.664656645065,auction
224,2025-04-23 02:44:59,4,358,16807.996406771654,2292.9964067716537,wholesale
225,2023-12-03 15:30:19,4,359,47507.085155383626,4177.0851553836255,wholesale
226,2023-03-06 07:22:52,4,360,18405.523560133246,2949.523560133246,auction
227,2024-06-29 22:38:39,4,364,35264.436061409695,3756.436061409695,wholesale
228,2025-12-23 20:36:15,4,365,37484.753146542156,3245.753146542156,direct
229,2024-07-06 21:21:07,4,366,37924.775097760146,6388.775097760146,direct
230,2023-08-15 01:46:48,4,367,20609.655601274448,3011.6556012744477,direct
231,2023-09-07 14:16:37,4,370,25973.092614669247,3878.0926146692473,auction
232,2024-08-20 15:36:55,4,372,37049.673654967744,4137.673654967744,direct
233,2023-08-13 00:10:51,4,373,36771.56740908891,5577.567409088908,wholesale
234,2025-07-21 20:00:29,4,374,56099.38219776182,7714.382197761821,wholesale
235,2025-03-01 18:08:00,4,375,36549.43644125054,5634.436441250538,direct
236,2024-06-17 21:51:20,4,376,14410.684136522546,1675.6841365225464,auction
237,2025-07-28 22:15:17,4,377,20970.510066457773,3377.510066457773,wholesale
238,2024-09-15 18:13:12,4,382,53699.80551214349,8855.805512143488,wholesale
239,2025-06-13 00:36:45,4,385,14397.896566319278,1667.8965663192776,wholesale
240,2025-11-23 14:13:04,4,388,56429.93306047171,9020.93306047171,auction
241,2024-02-07 02:04:05,4,390,38897.460526810435,6632.460526810435,wholesale
242,2023-09-11 20:41:09,4,391,27443.962239770502,2334.9622397705025,auction
243,2024-12-28 08:11:53,4,393,43876.700154125756,6983.700154125756,wholesale
244,2024-05-23 15:38:27,4,394,49723.11151283446,7265.111512834461,direct
245,2025-05-31 00:38:37,4,395,26772.247069760157,3567.2470697601566,auction
246,2024-12-30 09:05:32,4,396,19506.00269838203,3155.0026983820317,auction
247,2024-02-25 08:11:34,4,397,18441.259375175,2764.259375174999,auction
248,2023-11-05 13:54:04,4,402,49116.24226454158,6004.242264541579,wholesale
249,2024-07-21 12:43:54,4,403,24819.81067211399,2211.8106721139884,wholesale
250,2023-05-04 12:49:19,4,404,35663.43587330108,3716.4358733010813,wholesale
251,2025-12-28 11:21:55,4,405,42126.775361675645,4630.775361675645,wholesale
252,2024-05-07 16:29:48,4,406,23735.131553407984,2627.131553407984,wholesale
253,2025-06-10 06:10:32,4,407,53097.19813576358,5080.198135763581,auction
254,2023-09-04 11:55:34,4,409,22930.161531621176,2992.1615316211755,auction
255,2025-01-16 23:22:25,4,410,11890.06745511875,1048.0674551187494,wholesale
256,2025-07-11 05:36:41,4,415,36404.03004794523,4678.030047945227,auction
257,2024-03-10 18:17:38,4,416,47948.25571187597,5871.255711875972,wholesale
258,2024-12-23 06:52:35,4,417,44224.72429619348,6943.724296193483,direct
259,2025-05-21 17:49:25,4,418,51810.40390907182,6153.4039090718215,wholesale
260,2024-12-26 21:53:00,4,419,39461.318473163235,3969.3184731632355,auction
261,2023-09-18 08:37:36,4,422,22282.597506135426,2234.5975061354256,direct
262,2023-07-04 17:12:28,4,423,42688.3543719817,5555.354371981703,auction
263,2024-10-28 15:13:21,4,425,50247.30221330018,5157.30221330018,direct
264,2023-11-30 19:22:12,4,426,26758.577089084345,4222.577089084345,direct
265,2025-09-01 10:58:53,4,427,18256.77009268425,2171.7700926842517,direct
266,2024-07-06 10:21:33,4,428,56317.32266694575,9204.32266694575,wholesale
267,2024-10-24 07:10:15,4,429,53818.28704918681,4674.287049186809,wholesale
268,2023-11-01 19:27:07,4,430,33625.44284976107,4229.442849761072,wholesale
269,2024-12-05 22:13:58,4,431,21370.2658823148,3221.2658823148013,wholesale
270,2025-10-31 00:52:59,4,432,38176.921677534905,6089.921677534905,direct
271,2025-10-27 16:19:19,4,433,40139.49636444675,4563.49636444675,auction
272,2025-03-13 20:17:22,4,435,32255.175553900543,4934.175553900543,auction
273,2024-04-18 07:59:31,4,437,35042.38741955757,3209.38741955757,auction
274,2023-12-10 15:32:28,4,438,49206.29823183851,7513.298231838511,direct
275,2023-06-30 01:02:25,4,439,37163.27269554488,5036.272695544882,direct
276,2023-07-22 03:51:49,4,440,28142.612775848003,4528.612775848003,auction
277,2023-07-19 10:18:20,4,441,47772.20937540073,5240.209375400729,direct
278,2024-07-24 07:08:48,4,443,29512.722574099636,3949.7225740996364,direct
279,2024-04-23 18:08:40,4,445,36510.40359094306,6087.40359094306,direct
280,2024-10-06 15:39:32,4,446,26663.260681069485,2712.260681069485,direct
281,2025-04-06 14:48:58,4,447,40316.67938505571,5331.679385055708,direct
282,2024-10-03 04:59:44,4,448,46181.47684281246,7228.476842812459,direct
283,2024-01-05 20:01:41,4,449,53402.878626848586,7872.878626848586,wholesale
284,2025-05-12 12:21:15,4,452,12933.71245719366,2182.71245719366,auction
285,2024-03-08 13:33:23,4,453,30280.30471002905,4546.30471002905,auction
286,2024-10-25 00:42:47,4,456,14805.699122100317,2069.6991221003173,wholesale
287,2023-10-16 21:45:27,4,458,32091.8890079409,4306.889007940899,wholesale
288,2025-11-10 11:33:01,4,459,54697.65291162897,9210.652911628968,direct
289,2025-06-28 09:34:07,4,460,19027.55922794921,1941.5592279492084,direct
290,2024-02-21 22:57:52,4,462,12085.41111126068,1480.4111112606806,direct
291,2025-04-02 05:22:37,4,463,14543.747003261187,1714.7470032611873,auction
292,2025-06-21 17:49:04,4,464,40602.65483800982,3918.6548380098175,direct
293,2024-05-03 03:04:03,4,465,12732.114948887383,1114.1149488873834,wholesale
294,2025-10-01 08:10:54,4,468,36498.028661117656,4623.028661117656,direct
295,2023-11-03 18:59:33,4,469,13622.13643718584,1638.13643718584,auction
296,2024-10-15 14:16:53,4,470,29601.980170194194,3700.980170194194,direct
297,2024-08-15 11:52:30,4,474,24173.350524257166,2774.3505242571664,direct
298,2024-11-29 11:11:21,4,475,15503.411229442378,2204.4112294423776,wholesale
299,2025-04-16 15:16:18,4,476,42775.039012926616,4207.039012926616,direct
300,2024-03-09 17:09:42,4,477,53490.616098351384,8653.616098351384,direct
301,2025-10-26 14:46:47,4,478,27506.318489994945,4388.318489994945,wholesale
302,2023-06-08 06:34:55,4,479,54430.22975758248,6927.229757582478,direct
303,2024-05-10 18:19:30,4,480,47146.917136358294,6359.917136358294,auction
304,2024-12-05 04:32:55,4,481,49934.406312877574,4824.406312877574,auction
305,2023-03-31 03:48:44,4,483,20135.917767663035,1950.9177676630352,auction
306,2024-05-21 12:54:18,4,484,52545.00828996531,7372.008289965313,direct
307,2025-12-23 09:20:52,4,485,31424.3291569845,4109.329156984499,wholesale
308,2024-06-05 02:16:32,4,486,21986.520608897277,3541.5206088972773,auction
309,2024-03-07 12:19:45,4,487,17501.564794442984,2724.564794442984,wholesale
310,2024-04-06 02:52:51,4,491,44004.26680923773,4355.266809237728,wholesale
311,2024-03-23 03:49:50,4,492,53531.812417361194,5626.812417361194,wholesale
312,2024-11-29 00:39:16,4,493,31107.88448970066,4597.88448970066,auction
313,2024-05-31 22:14:37,4,494,34633.743783734644,5405.743783734644,wholesale
314,2025-02-12 15:14:09,4,495,52649.07668973245,7193.07668973245,auction
315,2024-01-02 04:40:09,4,496,15493.220519055672,1975.2205190556724,direct
316,2024-10-14 06:25:58,4,499,51653.511203144684,5555.511203144684,wholesale
317,2025-11-23 01:03:25,4,503,12041.279710093457,1236.2797100934567,wholesale
318,2024-11-09 17:05:54,4,508,34805.88892596033,3283.888925960331,wholesale
319,2025-01-20 23:02:56,4,509,22117.750837033836,1920.7508370338364,wholesale
320,2025-11-04 10:26:13,4,510,16553.495388439536,2465.4953884395363,direct
321,2024-07-26 23:37:09,4,511,39925.249779065736,3497.249779065736,wholesale
322,2024-05-11 14:42:05,4,512,12111.986544755759,1324.9865447557586,wholesale
323,2024-07-04 19:59:15,4,513,40268.66747616984,5147.667476169838,auction
324,2025-05-07 20:30:37,4,517,40877.65747166296,5940.657471662962,auction
325,2025-05-31 00:02:07,4,519,32460.75225747917,4462.752257479169,direct
326,2023-12-23 00:35:02,4,520,28908.041131362133,2699.0411313621335,direct
327,2024-12-15 07:45:41,4,521,40592.92219547569,4760.922195475687,direct
328,2026-01-24 08:13:13,4,522,22642.100369188054,2141.100369188054,auction
329,2023-04-09 18:31:24,4,524,47519.69339535009,5116.693395350092,wholesale
330,2023-07-21 03:49:27,5,525,30330.811523042048,5202.811523042048,direct
331,2025-03-21 21:27:34,5,526,15597.943037572364,2447.943037572364,direct
332,2024-12-10 20:55:29,5,527,44107.265092963615,7449.265092963615,direct
333,2023-10-20 18:25:50,5,529,44700.45318086544,3969.453180865443,auction
334,2023-08-24 22:16:46,5,531,22855.576360348387,2162.5763603483865,direct
335,2024-12-23 19:48:36,5,532,57695.97411832471,9203.97411832471,direct
336,2025-09-28 23:25:04,5,533,13531.398787081445,1406.3987870814453,auction
337,2025-11-22 02:15:26,5,534,17351.36656594771,1777.3665659477083,auction
338,2023-09-17 08:12:25,5,538,36849.61086799908,6297.610867999079,wholesale
339,2025-01-19 18:00:41,5,539,25005.556810450442,3184.556810450442,direct
340,2025-07-17 23:33:15,5,540,54913.879692184484,6207.879692184484,wholesale
341,2024-08-03 18:59:45,5,542,58224.70242730333,9991.702427303331,wholesale
342,2024-03-21 09:45:20,5,543,26841.0922996761,2792.0922996761,direct
343,2023-08-03 21:18:59,5,544,27311.390122957735,3060.390122957735,auction
344,2025-09-17 02:18:16,5,545,20682.615045960218,3470.6150459602177,direct
345,2024-10-21 15:35:43,5,546,55925.13610972049,9069.136109720494,wholesale
346,2024-04-10 13:34:13,5,551,27325.887445616256,3133.8874456162557,direct
347,2025-01-10 21:06:56,5,552,24225.60216647728,3908.6021664772816,wholesale
348,2025-05-04 02:17:44,5,555,55865.484132604994,8627.484132604994,auction
349,2024-06-28 17:28:18,5,556,12392.138852389184,1737.1388523891837,wholesale
350,2025-04-14 13:03:49,5,559,55088.929063087366,7752.929063087366,auction
351,2024-07-10 19:26:15,5,560,32997.03403768367,4452.034037683668,direct
352,2023-12-31 22:08:24,5,562,40332.524555943906,4502.524555943906,auction
353,2024-11-15 19:46:46,5,563,43499.89478986157,7155.894789861573,direct
354,2024-10-19 02:51:49,5,565,37061.026544362016,6269.026544362016,wholesale
355,2024-12-30 12:13:32,5,566,17972.783701700602,2677.7837017006023,direct
356,2025-03-08 16:38:52,5,567,21213.96061348515,3413.960613485149,direct
357,2024-06-08 16:53:13,5,568,30663.577387594447,3631.577387594447,direct
