lead_id,created_at,dealer_id,source,inquiry_text,response_time_minutes,assigned_rep_id,converted,conversion_date,conversion_probability
35,2024-09-27 13:48:56,1,website,Fährt Monate Schüler sicher nennen lassen.,43.0,1,False,,0.2818227636916622
36,2025-08-02 04:08:29,1,website,Groß singen Geburtstag halten Stunde Dorf kein.,30.0,2,False,,0.21882204065602764
37,2023-11-21 17:33:02,1,website,Sache erschrecken Schwester rufen kochen fragen nach.,35.0,5,False,,0.7751136741514194
38,2025-12-12 02:48:22,1,website,Suchen bald nächste Geld.,37.0,3,False,,0.5024533132596927
39,2023-08-29 14:17:06,1,referral,Hängen Freude Himmel sehr.,93.0,1,False,,0.5941488194231478
40,2023-08-22 04:35:57,1,email,Dein unser später Monat.,75.0,4,True,2023-08-28 04:35:57,0.22204247250530573
41,2025-04-21 03:14:53,1,referral,Aus ihn nennen Stein gefährlich.,11.0,5,False,,0.646722191647152
42,2024-09-05 12:00:01,1,referral,Gar fünf Wissen können.,68.0,1,True,2024-09-24 12:00:01,0.44523019753821125
43,2025-09-24 04:38:03,1,email,Sonntag daran oft Luft an weit trinken Sommer.,35.0,5,False,,0.268212460566571
44,2024-07-21 13:07:53,1,referral,Zurück Welt schwimmen groß gern Milch.,70.0,2,False,,0.634324731183227
45,2023-10-01 08:18:30,1,referral,Mögen warten endlich doch.,94.0,1,False,,0.7351039097457781
46,2024-11-13 01:59:11,1,website,Vater hinter nennen Kopf.,44.0,3,False,,0.1866005409858068
47,2024-05-26 15:05:37,1,referral,Ding Winter Meer Winter langsam.,60.0,5,False,,0.5242210021279957
48,2025-07-17 07:14:41,1,email,Gefährlich der Spiel führen wo Tante darin.,74.0,4,True,2025-07-31 07:14:41,0.6935391815952763
49,2023-07-22 19:09:21,1,email,Scheinen bauen Wissen acht.,69.0,3,False,,0.2599488745998829
50,2025-04-29 13:04:10,1,referral,Dir war waschen.,67.0,5,False,,0.6897012024607098
51,2023-11-30 11:49:29,1,email,Neun Frage geben besser blau Katze.,101.0,3,False,,0.8517421552947895
52,2026-02-02 06:06:41,1,website,Fisch laut uns schlagen singen endlich.,56.0,5,False,,0.27411173411224193
53,2025-04-13 11:55:08,1,website,Hinter braun Schluss Apfel Land gestern klettern Ding.,21.0,5,True,2025-05-05 11:55:08,0.5954873128796973
54,2023-08-22 07:01:47,1,website,Dafür Wetter Apfel Freude zehn.,78.0,4,False,,0.867624606339919
55,2025-04-02 16:10:54,1,referral,Also Fuß Tisch ein Geschenk erklären Bruder schwarz.,25.0,1,False,,0.11567003581743762
56,2024-09-12 04:43:24,1,referral,Ball halten bringen.,91.0,4,False,,0.28980875494444114
57,2024-06-20 08:48:07,1,website,Immer wir Pferd.,24.0,1,False,,0.5507178506417872
58,2024-08-09 08:44:08,1,website,Küche Wetter arbeiten Ferien reich.,34.0,1,True,2024-08-28 08:44:08,0.14074240686230022
59,2024-03-18 09:38:50,1,website,Alle Zeitung neun mit las Sonne kaufen.,87.0,4,True,2024-04-06 09:38:50,0.7791943896687864
60,2024-03-09 19:21:53,1,website,So schlecht alle seit.,34.0,1,False,,0.3168827273416174
61,2023-09-19 10:39:36,1,website,Aus verstecken schwimmen schlimm verstecken noch.,74.0,5,False,,0.6538455122263399
62,2025-03-12 14:03:06,1,referral,Oben doch Gesicht bei Name nehmen.,101.0,4,False,,0.14166315187976464
63,2024-02-05 18:02:26,1,referral,Glas sagen Blume Straße erklären Arbeit.,19.0,4,True,2024-02-12 18:02:26,0.6065260246693025
64,2025-02-01 04:23:10,1,referral,Kind versuchen Bauer durch Vogel.,72.0,2,True,2025-02-04 04:23:10,0.6061617264304189
65,2024-09-02 15:28:57,1,website,Schenken fiel rufen letzte heraus.,67.0,5,True,2024-09-25 15:28:57,0.16383776927576213
66,2024-08-11 20:40:31,1,website,Blume durch voll erzählen tragen.,106.0,2,True,2024-08-12 20:40:31,0.41091302745358094
67,2025-10-30 13:25:35,1,website,Danach fangen früher selbst.,55.0,2,False,,0.14685622684050195
68,2025-03-05 22:01:21,1,email,Freuen Hunger nichts Luft.,80.0,1,False,,0.2063422260763436
69,2023-07-10 05:02:59,1,referral,Pferd Weg mögen zu sonst davon Familie unter.,29.0,4,False,,0.6893219916429244
70,2024-05-26 08:26:13,1,email,Erschrecken fangen Wissen mein Flasche.,74.0,1,False,,0.3015453221502622
71,2024-08-10 06:46:53,1,email,Neun beide ihm Bett finden schlafen.,116.0,3,False,,0.13407513210573008
72,2023-07-30 20:15:22,1,referral,Stellen lernen Stadt fallen da ohne kurz.,36.0,4,True,2023-08-16 20:15:22,0.6393590715872439
73,2025-01-07 00:40:57,1,website,Schnell Tante mögen gestern.,67.0,1,True,2025-01-18 00:40:57,0.7304625502094969
74,2024-01-09 15:31:41,1,website,Rad See oft gehören Zimmer gern zusammen.,104.0,2,False,,0.231970023868241
75,2024-07-11 00:29:12,1,website,Grün Schwester dich nämlich unser warm.,34.0,3,True,2024-07-12 00:29:12,0.6616589550008485
76,2024-04-10 13:08:23,1,website,Offen ob Geschenk dich legen.,39.0,4,False,,0.26258381706028666
77,2023-03-25 19:44:37,1,email,Nach gab auf endlich gefährlich.,55.0,5,False,,0.7213557771965462
78,2024-08-04 18:46:06,1,referral,Schenken erzählen Zug früh darauf das kurz auch.,76.0,1,True,2024-08-11 18:46:06,0.6474482348623574
79,2023-08-23 15:24:37,1,email,Verstehen dir Nacht selbst waschen schenken.,104.0,5,True,2023-08-28 15:24:37,0.33630145259001865
80,2026-01-11 07:24:40,1,website,Merken Rad Schüler erst verstehen mehr besser Auto.,59.0,5,True,2026-01-17 07:24:40,0.3508848132669248
81,2024-11-08 08:39:53,1,website,Angst Monate Mädchen nimmt Uhr ruhig Freude.,91.0,1,True,2024-12-05 08:39:53,0.39695275379113404
82,2023-02-18 03:51:10,1,email,Kein nie fangen leise tragen dazu.,78.0,5,False,,0.46545306313757695
83,2024-09-29 07:51:51,1,website,Minutenmir etwas nur nicht las.,57.0,4,False,,0.6912195607917038
84,2025-10-20 07:07:25,1,referral,Kann ihn rufen sehr.,42.0,4,False,,0.2804353413395415
85,2025-02-28 02:47:26,1,email,Wird fast gern leise blau.,54.0,4,False,,0.1773071214039228
86,2024-05-03 14:34:05,1,email,Geben mal Haare einigen vom gleich Sonne.,30.0,2,True,2024-05-29 14:34:05,0.8954240589259198
87,2024-02-01 19:05:31,1,website,Durch sicher kann sich suchen warm bauen.,52.0,4,False,,0.28556698162853034
88,2025-10-26 12:40:45,1,email,Denn Fahrrad krank dunkel turnen gewinnen Stein.,20.0,2,False,,0.3692298333141445
89,2024-03-13 03:15:24,1,referral,Leben Kind beim warten Sohn Wissen.,73.0,1,False,,0.15367576630451385
90,2026-02-06 21:26:02,1,referral,Nächste versuchen wollen.,116.0,5,False,,0.5931245333279527
91,2025-09-19 01:13:58,1,website,Zeit spielen springen sie.,52.0,3,True,2025-10-08 01:13:58,0.2741317584847227
92,2025-07-18 05:19:05,1,email,Brot schauen Baum Schüler geben Klasse drei.,47.0,3,False,,0.33620261653899997
93,2025-11-01 11:11:41,1,email,Dir richtig blau Straße.,89.0,1,False,,0.8848172810704067
94,2023-06-19 00:04:13,1,referral,Wohl noch als danach schauen.,26.0,4,True,2023-07-01 00:04:13,0.8619244587025684
95,2024-05-24 02:49:40,1,email,Ding zur Bild zusammen Maus glücklich rechnen Bild.,70.0,3,True,2024-06-23 02:49:40,0.28683386037481373
96,2023-09-05 04:26:59,1,referral,Brief Lehrer Angst Auge Eis Zimmer denn.,49.0,4,False,,0.8306555410322727
97,2025-03-21 12:57:11,1,referral,Land schreien acht Sohn plötzlich Familie Geld.,68.0,1,False,,0.5529119165612534
98,2025-01-27 13:40:40,1,website,Freund Monat Schuh Monate.,12.0,4,False,,0.22555068645571208
99,2024-10-07 10:18:31,1,referral,Beim dein langsam aus.,25.0,4,True,2024-10-09 10:18:31,0.22612796069606125
100,2023-07-07 11:43:31,1,website,Weit kann fangen steigen.,45.0,3,False,,0.18662369763983833
101,2023-09-01 12:55:11,1,email,Weihnachten Dorf nehmen zur nehmen lernen fahren.,22.0,5,True,2023-09-11 12:55:11,0.14820258351434656
102,2024-04-21 14:24:38,1,website,Sagen Wald scheinen dich.,97.0,2,False,,0.4898935058182361
103,2024-03-19 15:21:52,1,referral,Opa Pferd wollen Winter.,20.0,1,True,2024-04-09 15:21:52,0.3042041417966386
104,2024-12-24 16:23:41,2,website,Kopf setzen Geburtstag Weg Stadt genau Geburtstag.,5.0,5,False,,0.7283677613752343
105,2025-01-28 08:49:08,2,referral,Ich sollen schauen bald aus Bauer Teller auch.,110.0,3,True,2025-02-04 08:49:08,0.4698554021441088
106,2025-10-04 22:38:19,2,referral,Feuer sein kann Tier helfen.,79.0,1,True,2025-10-07 22:38:19,0.18708346838445708
107,2025-03-27 21:39:49,2,website,Fiel fangen zur weil.,65.0,4,True,2025-03-31 21:39:49,0.33823446637802024
108,2024-12-03 04:04:29,2,email,Las Eis Polizei Flasche vorbei Opa nimmt dein.,96.0,2,True,2024-12-16 04:04:29,0.8321396509112383
109,2023-09-01 22:47:45,2,referral,Bauen Minute schlimm Stelle Geld klettern wohl.,111.0,5,False,,0.5196825292572186
110,2024-04-15 02:08:11,2,website,Sofort langsam wieder kein Nacht.,117.0,5,False,,0.26666683778856803
111,2023-05-17 15:31:19,2,email,Klasse Nase weg reich heute drehen.,47.0,3,False,,0.7252846703162946
112,2025-09-19 19:53:08,2,referral,Lernen leise reiten ihm.,50.0,1,True,2025-09-25 19:53:08,0.8649954112344086
113,2026-01-27 04:45:27,2,website,Ohne voll daran halten hängen ob.,21.0,2,False,,0.41388362045055416
114,2024-05-10 19:39:38,2,website,Früh leise wissen Uhr Boden gar wo.,116.0,4,True,2024-05-20 19:39:38,0.13230164549732804
115,2023-10-21 03:16:26,2,website,Viel suchen sagen ihr dürfen beißen ohne zurück.,47.0,5,True,2023-10-26 03:16:26,0.6384509513292025
116,2023-06-24 11:45:01,2,website,Dein gesund frei hängen für Familie ziehen.,99.0,3,True,2023-07-17 11:45:01,0.3287213021643128
117,2023-05-14 00:58:38,2,website,Zu wo Onkel baden Land drei sehen.,109.0,2,False,,0.5137772404956581
118,2023-09-13 06:00:07,2,email,Gehen gibt frei Essen hier schicken schreiben.,40.0,1,True,2023-09-14 06:00:07,0.41177967685123607
119,2026-01-09 15:31:47,2,referral,Lange verstehen zu klein.,113.0,5,True,2026-02-02 15:31:47,0.7734054042791126
120,2023-06-20 02:08:00,2,email,Herr doch nicht Minute.,13.0,5,False,,0.200196056987076
121,2025-05-21 20:34:18,2,website,Traurig suchen Leute aus Tag.,79.0,4,True,2025-06-02 20:34:18,0.7812701847281704
122,2024-06-06 20:30:21,2,website,Wünschen Milch jetzt sieht beide.,12.0,3,False,,0.5311330320749563
123,2023-10-06 21:55:18,2,website,Also Wetter Weihnachten ein tun.,110.0,1,True,2023-10-08 21:55:18,0.6940282990985621
124,2025-02-13 06:20:07,2,website,Allein tragen sollen heraus heute spät.,31.0,2,False,,0.1601026231577473
125,2023-02-26 21:40:44,2,referral,Gibt will sagen.,75.0,1,True,2023-03-10 21:40:44,0.10221147047227674
126,2024-02-18 15:33:42,2,email,Lehrer schreien schwimmen dafür.,11.0,2,False,,0.16188745246449462
127,2023-06-29 00:23:49,2,website,Sollen da andere wissen hin nämlich essen.,99.0,4,False,,0.5397945483478707
128,2024-08-01 14:18:08,2,referral,Auch gern schicken dick Maus Fahrrad.,38.0,2,False,,0.277788787263243
129,2024-12-25 15:45:20,2,email,Sofort leise schlecht ab Welt drei.,49.0,1,False,,0.8469626200957265
130,2025-04-11 17:22:52,2,website,Nase wir warten treffen acht gewinnen wünschen.,73.0,5,True,2025-04-28 17:22:52,0.8847023331730809
131,2025-08-08 06:54:47,2,email,Eigentlich Baum jetzt gestern.,112.0,4,True,2025-08-31 06:54:47,0.3412391325345051
132,2025-04-19 20:15:16,2,email,Las gern fragen von.,92.0,4,False,,0.18409050179728023
133,2023-11-27 18:33:48,2,referral,Man fragen einfach singen schicken tun ja Fenster.,32.0,1,True,2023-12-25 18:33:48,0.2331874638799219
134,2025-12-07 08:31:34,2,email,Schüler scheinen kurz böse Arzt kennen Baum rund.,22.0,3,True,2026-01-06 08:31:34,0.8421936801738157
135,2024-08-08 07:16:34,2,email,Den unten vielleicht schwimmen.,35.0,2,False,,0.6573315992721201
136,2023-10-21 03:53:57,2,referral,Warum Boden beide allein ich über Jahr.,27.0,4,True,2023-11-10 03:53:57,0.3907509106080329
137,2024-04-19 04:06:49,2,email,Rad sieht wissen Ball Schluss.,115.0,3,False,,0.8765619696034995
138,2024-09-13 20:04:51,2,website,Rechnen fressen traurig Dorf.,119.0,5,True,2024-09-30 20:04:51,0.48327478979272287
139,2026-01-14 13:01:27,2,referral,Beispiel beißen Klasse fangen.,5.0,1,False,,0.21237710385136338
140,2023-10-05 10:26:50,2,website,Nichts hinter von aber denken Glück Loch.,67.0,1,False,,0.5089415021765076
141,2023-08-16 08:13:19,2,website,Kommen ruhig Geld wohnen zwei die gerade.,34.0,3,True,2023-08-26 08:13:19,0.7856349562531134
142,2023-07-23 12:18:56,2,referral,Schreien bald Baum frei tun.,14.0,4,False,,0.21133187200787962
143,2024-06-20 03:08:09,2,referral,Maus gern Stunde ihn die wichtig Wetter.,27.0,1,True,2024-07-04 03:08:09,0.8459126227411444
144,2025-06-27 02:48:37,2,website,Garten zurück Nacht laufen bin Herz.,37.0,1,True,2025-06-29 02:48:37,0.24014791632040453
145,2026-02-07 21:15:34,2,website,Schlimm sollen danach Stein.,118.0,1,False,,0.21375697275791838
146,2023-04-19 05:01:17,2,email,Durch der lesen.,15.0,1,False,,0.5085077172435168
147,2023-08-25 17:48:31,2,website,Winter so Ding.,115.0,1,False,,0.15700586111632708
148,2024-08-09 09:33:32,2,website,Ins Hunger offen Fenster.,57.0,1,False,,0.6442975046122452
149,2024-11-11 20:27:20,2,website,Heute lachen endlich baden einfach.,18.0,2,True,2024-12-06 20:27:20,0.7928822422929512
150,2024-11-23 04:00:05,2,referral,Halbe schwer Geld Monate schaffen dir heiß.,118.0,3,True,2024-12-15 04:00:05,0.7252916496626387
151,2024-07-17 15:45:15,2,referral,Ging überall heiß gerade.,74.0,5,False,,0.3728207796417641
152,2025-09-16 13:25:20,2,referral,Da zehn Tante Schiff Schuh.,75.0,4,True,2025-10-01 13:25:20,0.4902299037875464
153,2025-05-25 16:25:38,2,website,Freund Tisch Sonntag Beispiel Hund ließ.,94.0,3,True,2025-06-09 16:25:38,0.8515318083127726
154,2023-06-18 21:47:58,2,website,Möglich Mama unter helfen darauf Sache.,73.0,5,False,,0.48606410511795217
155,2024-02-17 11:36:18,2,email,Uhr braun die Spiel See heute.,51.0,5,False,,0.18431254724358528
156,2024-05-10 08:13:17,2,referral,Leben schön Essen las.,43.0,3,False,,0.8651979635902531
157,2025-05-14 17:15:32,2,referral,Stehen wohnen sitzen Zug wollen wo.,75.0,1,False,,0.586671461509858
158,2025-02-17 09:03:35,2,email,Ins rot wenn führen mein.,42.0,5,True,2025-02-28 09:03:35,0.6312417351941095
159,2025-12-19 20:11:15,2,referral,Stelle Auto jetzt Wissen fährt.,92.0,2,False,,0.17023366954662666
160,2024-04-09 01:37:32,2,website,Nicht beim der dunkel ganz fahren ins.,64.0,3,False,,0.4310002513820793
161,2024-08-27 05:15:44,2,website,Warten Brief weit letzte Freude.,7.0,4,False,,0.17810355854870297
162,2023-06-10 23:53:10,2,email,Grün sofort wird ihm.,22.0,5,False,,0.8005313598628188
163,2025-02-07 23:02:26,2,referral,Jahr Glück Glück fragen Zeitung Frau.,11.0,3,False,,0.5167540665215564
164,2024-03-03 03:34:32,2,email,Den warten schwarz davon möglich steigen.,5.0,1,False,,0.7033815922073592
165,2025-02-15 13:34:52,2,email,Wie Wort Frage ruhig können hinter beißen.,18.0,2,True,2025-03-13 13:34:52,0.11428125275308361
166,2025-03-30 04:54:08,2,website,Unten denken wenig sollen drei.,56.0,5,False,,0.21845174777860887
167,2023-06-22 22:22:19,2,website,Mal springen Teller nehmen bis.,99.0,4,True,2023-07-03 22:22:19,0.34848600542515673
168,2023-12-07 22:21:23,2,website,Auge aber gut dumm Boden bleiben deshalb.,64.0,1,False,,0.3760614549643956
169,2025-03-11 19:37:51,2,email,Fliegen auch Herz fröhlich müde ging antworten.,73.0,4,False,,0.4528444364211539
170,2023-08-22 01:27:39,2,website,Verlieren Wiese nehmen von Affe kalt.,70.0,4,True,2023-09-02 01:27:39,0.662501911275145
171,2025-10-16 06:18:03,2,website,Seit liegen haben weinen Welt.,90.0,2,True,2025-10-22 06:18:03,0.3416479303981624
172,2025-05-30 15:51:44,2,referral,Uns hart halbe bringen Stunde neun.,113.0,1,False,,0.3983116169499715
173,2023-05-18 09:07:24,2,website,Schlagen wichtig vor sie nein Rad Nacht.,114.0,1,True,2023-06-03 09:07:24,0.57126499574668
174,2024-02-16 21:31:44,2,email,Jeder Rad nass sehen legen.,103.0,4,False,,0.6868059367375632
175,2023-12-19 19:02:58,2,email,Allein Seite laut gehören.,105.0,4,True,2024-01-07 19:02:58,0.7264616959321809
176,2025-06-15 14:46:08,2,referral,Wahr aus ihn legen Blume.,90.0,4,False,,0.7817860077434348
177,2023-08-29 06:56:47,2,referral,Essen Seite wissen Finger los.,90.0,1,True,2023-09-17 06:56:47,0.5998223123011204
178,2024-05-05 23:22:43,2,website,Sicher ruhig Schüler fast ein wohl.,14.0,1,True,2024-05-07 23:22:43,0.8769434120032681
179,2024-06-23 18:38:46,2,email,Dauern Wissen laut Musik liegen.,26.0,4,True,2024-06-29 18:38:46,0.522247386911639
180,2024-09-27 07:10:09,2,email,Mutter Gesicht krank singen Welt.,110.0,2,True,2024-10-07 07:10:09,0.4668696147918424
181,2023-11-14 08:21:49,2,website,Schicken hat bin freuen fröhlich.,102.0,5,True,2023-11-15 08:21:49,0.6867268935890312
182,2023-09-18 06:58:24,2,referral,Ding uns Zug wenn im.,81.0,5,False,,0.7085872395641851
183,2024-07-05 11:46:06,2,website,Ging stehen sie sind.,47.0,2,False,,0.6799308028022147
184,2024-04-03 00:46:21,2,email,Bringen wünschen am im noch nie schlecht.,38.0,3,True,2024-04-13 00:46:21,0.16716452029950873
185,2024-03-12 17:38:27,2,referral,Sind ihr neun hier ziehen arbeiten.,61.0,5,False,,0.4056162992082475
186,2024-09-21 03:27:07,2,email,Rot Polizei drei aber lustig.,41.0,2,False,,0.703065270650235
187,2024-09-08 01:15:54,2,website,Fenster letzte nie geben Papa.,46.0,1,False,,0.2828721048745414
188,2025-10-30 21:32:01,2,email,Tier durch wahr halten rechnen Sache gefährlich.,111.0,2,True,2025-11-05 21:32:01,0.36486894346654786
189,2025-12-09 21:52:28,2,referral,Geschichte daran gerade mal sofort um.,119.0,5,False,,0.27117493919509905
190,2023-04-26 11:47:36,2,referral,Besser Wohnung an Schnee Zeit Stelle.,17.0,5,True,2023-05-10 11:47:36,0.37060609485796914
191,2023-03-04 11:40:49,2,website,Schwimmen sehen verstecken davon.,90.0,3,True,2023-03-30 11:40:49,0.7256049601902926
192,2023-11-30 19:40:57,2,email,Sein daran schlecht wenig.,51.0,4,True,2023-12-08 19:40:57,0.1473533968021836
193,2023-07-18 10:46:13,2,email,Weil rufen zu.,70.0,3,True,2023-08-14 10:46:13,0.15023538385313062
194,2025-08-02 03:11:42,2,referral,Tisch darauf wieder Erde voll später.,77.0,4,False,,0.4681514450418398
195,2024-04-01 03:18:18,2,email,Stein Erde oben darauf Herz steigen.,11.0,5,False,,0.40083348316929956
196,2023-04-02 22:43:36,2,referral,Brauchen Vogel Feuer wohnen essen rot.,99.0,2,False,,0.3467241142685549
197,2024-01-12 00:30:42,2,website,Kein rot besser denn Hase so.,83.0,4,False,,0.7921481563995435
198,2024-11-16 18:04:16,2,email,Eigentlich fangen daran schlecht Herr auf.,111.0,2,True,2024-12-07 18:04:16,0.48688796612093954
199,2025-06-15 16:21:40,2,referral,Unten dauern glauben.,113.0,4,False,,0.5302610218059819
200,2024-05-14 03:29:24,2,website,Im her geben Tag Loch.,89.0,2,True,2024-06-08 03:29:24,0.6141107622011563
201,2025-08-12 10:54:13,2,website,Stehen im holen fröhlich.,89.0,3,False,,0.16452025983523966
202,2023-05-29 19:15:16,2,website,Haben gehören ihm groß doch so.,101.0,3,True,2023-06-03 19:15:16,0.31710701044029294
203,2025-03-14 11:21:01,2,email,Mädchen dick seit doch wo mal Weg.,59.0,2,True,2025-04-09 11:21:01,0.4750767703980635
204,2024-11-18 06:26:55,2,website,Schnell sind erst dürfen nein stark gelb Arbeit.,77.0,4,True,2024-11-26 06:26:55,0.8208210218427633
205,2023-09-09 01:44:58,2,email,Genau dazu viel endlich reich heraus.,69.0,3,False,,0.5877396050803222
206,2024-03-12 20:28:31,2,referral,Nacht wir Teller rennen sofort.,89.0,1,True,2024-03-15 20:28:31,0.3972225483949464
207,2025-01-20 05:08:12,2,website,Beispiel ist Woche bis wirklich schauen.,98.0,3,True,2025-02-06 05:08:12,0.528834729234326
208,2025-04-19 21:28:29,2,referral,Ferien war natürlich werfen dafür wie.,22.0,5,False,,0.10333483304440616
209,2024-08-20 03:43:03,2,email,Brief See kalt Auge dunkel Lehrer.,87.0,1,False,,0.7240424827181486
210,2024-08-02 19:51:49,2,referral,Ließ turnen verlieren zur Feuer sich Opa.,120.0,4,True,2024-08-03 19:51:49,0.4374565169943222
211,2025-04-12 20:37:42,2,website,Uns Opa beißen.,115.0,4,True,2025-05-12 20:37:42,0.6852919457663602
212,2023-06-14 02:53:48,2,website,Fiel bei glücklich aber.,94.0,5,True,2023-07-07 02:53:48,0.44174949534640506
213,2025-01-07 14:09:16,2,email,Sonst wohnen zur hören Wagen wir müssen Arbeit.,114.0,3,True,2025-01-09 14:09:16,0.4930170955219363
214,2024-05-27 08:28:06,2,email,Zehn wahr versuchen wenn haben plötzlich.,72.0,2,False,,0.5627023438021052
215,2025-07-31 01:44:51,2,email,Darauf Tier sicher man.,115.0,4,False,,0.6497186414401617
216,2024-12-11 00:37:43,2,referral,Andere Opa nimmt.,51.0,4,False,,0.31143425181564277
217,2026-01-20 10:50:23,2,email,Reiten überall hinter damit warten.,66.0,3,True,2026-02-16 10:50:23,0.897837295594062
218,2023-05-23 11:31:10,2,website,Gar weil bekommen Platz gleich.,68.0,2,False,,0.6822136908759899
219,2025-05-20 13:08:33,2,email,Schaffen Haus gern Stück brauchen springen.,33.0,4,True,2025-06-08 13:08:33,0.8194923396642836
220,2025-01-31 11:54:44,2,website,Zwei die Herz.,16.0,4,True,2025-02-19 11:54:44,0.6647528882656306
221,2025-01-15 19:51:35,2,website,Am in singen steigen Geschichte.,47.0,3,True,2025-02-09 19:51:35,0.16840185467432472
222,2024-02-17 11:49:42,2,referral,Den man Schule im lange.,11.0,1,False,,0.19851242353131662
223,2023-10-26 21:41:54,2,referral,Groß beide Uhr tot hart.,7.0,4,True,2023-11-01 21:41:54,0.6096385607775169
224,2025-11-09 06:24:33,2,website,Danach jung halten werden weit zur.,52.0,5,False,,0.8978657012661669
225,2025-10-21 13:28:05,2,referral,Rennen essen oder.,90.0,4,False,,0.3664530853543486
226,2024-12-26 01:31:32,2,email,Aus fährt Zimmer was lassen.,36.0,4,False,,0.811401688746552
227,2024-03-25 00:37:39,2,website,Oben zur offen Lehrer Stelle springen dich.,74.0,4,False,,0.7292022675310758
228,2024-10-29 17:22:02,2,email,An leben Familie Rad.,109.0,5,False,,0.10845722951140485
